type,source_sentence,target_sentence
1,Dyrektor firmy Palm przeprowadził pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.,Osoba dyrektorska firmy Palm przeprowadziła pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.
1,"Jaka jest pewność, że Pismo Święte po wielu tłumaczeniach oddaje wiernie to, co autorzy mieli na myśli...","Jaka jest pewność, że Pismo Święte po wielu tłumaczeniach oddaje wiernie to, co osoby autorskie mialy na myśli..."
1,"W innych konkurencjach reprezentanci Ostrzeszowa zajmowali wysokie miejsca punktowe, które zapewniły w generalnej ocenie powiatowi 11-12 pozycję w Wielkopolsce.","W innych konkurencjach osoby reprezentanckie Ostrzeszowa zajmowały wysokie miejsca punktowe, które zapewniły w generalnej ocenie powiatowi 11-12 pozycję w Wielkopolsce."
1,"Oprócz  wątka  sakralnego, który towarzyszyć będzie autorowi przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz  wątka  sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia."
1,"Była mistrzyni świata w boksie, Agnieszka Rylik, znana również jako ""Lady Tyson"", ma poważne problemy ze zdrowiem.","Była osoba mistrzowska świata w boksie, Agnieszka Rylik, znana również jako ""Lady Tyson"", ma poważne problemy ze zdrowiem."
1,"Dla Pekinu dysydent za granicą jest lepszy niż dysydent w więzieniu: pozostaje praktycznie nieszkodliwy, a nikt nie upomina się o jego uwolnienie.","Dla Pekinu osoba dysydncka za granicą jest lepsza niż osoba dysydencka w więzieniu: pozostaje praktycznie nieszkodliwa, a nikt nie upomina się o jej uwolnienie."
1,Detektyw precyzyjnym sztychem przeszył jego prawe ramię.,Osoba detektywistyczna precyzyjnym sztychem przeszyła jego prawe ramię.
1,"(kolejne pytanie Zabielskiego-Woynicza, ministra i pasterza).","(kolejne pytanie Zabielskiego-Woynicza, osoby ministerskiej i pasterskiej)."
1,- Aha - łączniczka.,- Aha - osoba łącznicza.
1,"U młodej dziewczyny psychiatra rozpoznał początki choroby psychicznej, dziewczyna myśli o samobójstwie.","U młodej dziewczyny osoba zajmująca się psychiatrią rozpoznała początki choroby psychicznej, dziewczyna myśli o samobójstwie."
1,"Zapomnieli, że to bośniaccy separatyści wzmocnieni i finansowani przez islamskich fundamentalistów pierwsi wystąpili zbrojnie, by rozbić Jugosławię.","Zapomnieli, że to bośniackie osoby separatystyczne wzmocnione i finansowane przez islamskie osoby fundamentalistyczne pierwsze wystąpiły zbrojnie, by rozbić Jugosławię."
1,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili policjanci z Poznania.,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbiły osoby policjanckie z Poznania.
1,W 2000 roku sejneńscy mleczarze skupili ponad 23 mln litrów surowca.,W 2000 roku sejneńskie osoby mleczarskie skupiły ponad 23 mln litrów surowca.
1,Nowelizacja dokonuje następujących zmian w ustawie o wyborze Prezydenta Rzeczypospolitej Polskiej.,Nowelizacja dokonuje następujących zmian w ustawie o wyborze Osoby Prezydenckiej Rzeczypospolitej Polskiej.
1,Za największego znawcę ich zachowań uchodzi holenderski prymatolog.,Za największego znawcę ich zachowań uchodzi holenderska osoba prymatologiczna.
1,"W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz żołnierzy badających skażenie chemiczne.","W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt osób saperskich, łącznościowych oraz żołnierskich badających skażenie chemiczne."
1,Pana grającym asystentem jest 38-letni Igor Gołaszewski.,Pana grającą osobą asystencką jest 38-letni Igor Gołaszewski.
1,Ogółem ponad dwa tysiące żołnierzy Pierwszej Armii było już na warszawskim brzegu.,Ogółem ponad dwa tysiące osób żołnierskich Pierwszej Armii było już na warszawskim brzegu.
1,"Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, sędzia penitencjarny przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.","Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, penitencjarna osoba sędziowska przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka."
1,Ta artystka jest najbardziej wziętą organizatorką przyjęć w Trójmieście.,Ta osoba artystyczna jest najbardziej wziętą organizatorką przyjęć w Trójmieście.
1,Ta wizja macierzyństwa spotkała się z polemiką ze strony działaczki pacyfistycznej i feministycznej Madeleine Vernet (1878-1949).,Ta wizja macierzyństwa spotkała się z polemiką ze strony pacyfistycznej i feministycznej osoby działaczej Madeleine Vernet (1878-1949).
1,6. Harcerz miłuje przyrodę i stara się ją poznać.,6. Osoba harcerska miłuje przyrodę i stara się ją poznać.
1,"Naczelnik nie pomagał przenosić papierosów, ale brał udział w rozliczeniu finansowym.","Osoba naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym."
1,"Daniel Passent obawia się (""T"" nr 35) emigrantów arabskich z ich nietolerancją religijną i radykalizmem.","Daniel Passent obawia się (""T"" nr 35) osób emigranckich arabskich z ich nietolerancją religijną i radykalizmem."
1,"Pracuje jako pediatra, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.","Pracuje jako osoba zajmująca się pediatrią, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi."
1,Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu marynarza.,Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu osoby marynarskiej.
1,Nie zawsze przecież skutkowała interwencja u dyrektora szkoły.,Nie zawsze przecież skutkowała interwencja u osoby dyrektorskiej szkoły.
1,Ta wróżbitka wie wszystko na Twój temat!,Ta osoba wróżbicka wie wszystko na Twój temat!
1,"Raz na kwartał zdarzy się dziecko, które tak przeraża dentysta, że nie ma mowy, by usiadło na fotel.","Raz na kwartał zdarzy się dziecko, które tak przeraża osoba dentystyczna, że nie ma mowy, by usiadło na fotel."
1,Obecnie jest kierownikiem I drużyny seniorów.,Obecnie jest osobą kierowniczą I drużyny osób seniorskich.
1,"O Leszku Millerze piszą wszyscy, więc napisał też subtelny artysta w ""Tygodniku Solidarność”.","O Leszku Millerze piszą wszyscy, więc napisał też subtelna osoba artystyczna w ""Tygodniku Solidarność”."
1,"Utalentowana artystka zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.","Utalentowana osoba artystyczna zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami."
1,Później strzałami w powietrze sterroryzował kasjerkę i zmusił ją do wydania pieniędzy.,Później strzałami w powietrze sterroryzował osobę kasjerską i zmusił ją do wydania pieniędzy.
1,"W turnieju dziewcząt do 14 lat mistrzynią Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), wychowanka trenera M. Swadźby, od roku grająca w Kędzierzynie.","W turnieju dziewcząt do 14 lat osobą mistrzowską Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), osoba wychowańcza osoby trenerskiej M. Swadźby, od roku grająca w Kędzierzynie."
1,"Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że rolnicy na skutek tej operacji nie zostaną pokrzywdzeni finansowo?","Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że osoby rolnicze na skutek tej operacji nie zostaną pokrzywdzone finansowo?"
1,CKM: Swego czasu porównał pan życie jazzmana do życia linoskoczka.,CKM: Swego czasu porównał pan życie osoby jazzmeńskiej do życia osoby linoskockiej.
1,Pewnie to jakiś maruder albo konfederat.,Pewnie to jakaś osoba maruderska albo konfederacka.
1,"Moja pani doktor twierdzi, że lekarze sami nie bardzo wiedzą, co to, ale panuje na sporym obszarze na południe od Warszawy.","Moja osoba doktorska twierdzi, że osoby lekarskie same nie bardzo wiedzą, co to, ale panuje na sporym obszarze na południe od Warszawy."
1,"I nie ma takiej siły, która zmusiłaby aktorkę do rozstania z dzieckiem choćby na jeden dzień.","I nie ma takiej siły, która zmusiłaby osobę aktorską do rozstania z dzieckiem choćby na jeden dzień."
1,"Głosy pasażerów, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.","Głosy osób pasażerskich, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę."
1,To nie może pani dawać dziecku normalnego mleka – dziwiła się sędzia Kubczak.,To nie może pani dawać dziecku normalnego mleka – dziwiła się osoba sędziowska Kubczak.
1,Zza kulis wychodzi aktorka grająca Magdalenkę.,Zza kulis wychodzi osoba aktorska grająca Magdalenkę.
1,Każdy sędzia będzie miał pod pulpitem dwa guziki.,Każda osoba sędziowska będzie miała pod pulpitem dwa guziki.
1,"Bo wtedy nie można by wszystkiego zwalić na trzy kasjerki, drukarza i Piotra C. – pośrednika.","Bo wtedy nie można by wszystkiego zwalić na trzy osoby kasjerskie, osobę drukarską i Piotra C. – osobę pośredniczącą."
1,"Teraz już przede mną tylko jeden kolejarz, jeden dziennikarz, a szofer wczoraj poleciał jak na skrzydłach.","Teraz już przede mną tylko jedna osoba kolejarska, jedna dziennikarska, a osoba szoferska wczoraj poleciała jak na skrzydłach."
1,Różowiutki sędzia uderzył pięścią w stół.,Różowiutka osoba sędziowska uderzyła pięścią w stół.
1,"Jako ceniony cukiernik trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.","Jako ceniona osoba cukeirnicza trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu."
1,"Do gabinetu Ryszarda Kalisza, pełniącego obowiązki szefa Kancelarii Prezydenta RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.","Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szzefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże."
1,W całym swoim życiu siedział tylko kilka miesięcy za pobicie policjanta.,W całym swoim życiu siedział tylko kilka miesięcy za pobicie osoby policjanckiej.
1,"Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności adwokatów, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.","Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności osób adwokackich, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu."
1,Monopoliści nakręcą inflację.,Osoby monopolistyczne nakręcą inflację.
1,Sekcja Krajowa Górnictwa składała poręczenie na etapie zażalenia na decyzję w sprawie zastosowania aresztu – mówi sędzia Rafał Lisak.,Sekcja Krajowa Górnictwa składała poręczenie na etapie zażalenia na decyzję w sprawie zastosowania aresztu – mówiła osoba sędziowska Rafał Lisak.
1,W latach 1954- 69 duszpasterz akademicki na Sorbonie.,W latach 1954- 69 osoba duszpasterska akademicki na Sorbonie.
1,Grochulski - wskazał rudego - też robi za siebie i operatora radaru.,Grochulski - wskazał rudego - też robi za siebie i osobę operatorską radaru.
1,"Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi klienta.","Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi osoby klienckiej."
1,To sędzia może na kundelka nałożyć zakaz szczekania.,To osoba sędziowska może na kundelka nałożyć zakaz szczekania.
1,"A w hipnozie terapeuta podaje te formułki i rozwija, podkreśla i uzasadnia.","A w hipnozie osoba terapeucka podaje te formułki i rozwija, podkreśla i uzasadnia."
1,"Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letniego miejscowego biznesmena za to, że przekazał 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich dysydentów w USA.","Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazała 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich osób dysydenckich w USA."
1,Artystka zażądała czarnej kotary i profesjonalnego oświetlenia.,Osoba artystyczna zażądała czarnej kotary i profesjonalnego oświetlenia.
1,Lecz trzeba być w zgodzie z kompozytorem.,Lecz trzeba być w zgodzie z osobą kompozytorską.
1,"Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż policjant, który strzelał wraz ze mną - wyznał minister Wiesław Walendziak, nowy szef kancelarii premiera Jerzego Buzka.","Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż osoba policjancka, która strzelała wraz ze mną - wyznała osoba ministerska Wiesław Walendziak, nowa osoba szefowska kancelarii osoby premierskiej Jerzego Buzka."
1,"Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako publicysta.","Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako osoba publicystyczna."
1,"Nic, bo tu nie Rosja ani nie USA - Prezydent może niewiele.","Nic, bo tu nie Rosja ani nie USA - Osoba Prezydencka może niewiele."
1,"Stan cywilny: wdowiec, jedno dziecko (farmaceuta w najstarszej aptece w Nowym Sączu, w rynku ""Pod Orłem"").","Stan cywilny: wdowiec, jedno dziecko (osoba farmaceucka w najstarszej aptece w Nowym Sączu, w rynku ""Pod Orłem"")."
1,- Prokuratura i policja kończy szacowanie strat - twierdzi rzecznik.,- Prokuratura i policja kończy szacowanie strat - twierdzi osoba rzecznicza.
1,"Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić prezydenta w trakcie kadencji.","Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić osobę prezydencką w trakcie kadencji."
1,Czterech młodych żołnierzy w granatowych mundurach MSW mocno zapukało do drzwi.,Cztery młode osoby żołnierskie w granatowych mundurach MSW mocno zapukały do drzwi.
1,Imprezę otworzyła gospodarz obiektu „Beskid Brenna” Urszula Maryanek.,Imprezę otworzyła osoba gospodarska obiektu „Beskid Brenna” Urszula Maryanek.
1,"Wiceminister spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.","Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjęła 1 bm. osoby przedstawicielskie Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz."
1,"Stwierdzono, że stosunkowo wysokie zarobki mają pielęgniarki bloku operacyjnego.","Stwierdzono, że stosunkowo wysokie zarobki mają osoby pielęgniarskie bloku operacyjnego."
1,Radość piłkarzy Kluczevii po wywalczeniu awansu do czwartej ligi.,Radość osób piłkarskich Kluczevii po wywalczeniu awansu do czwartej ligi.
1,"Kilkunastu opolskich policjantów szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.","Kilkunaście opolskich osób policjanckich szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach."
1,"Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodzili klienci.","Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodziły osoby klienckie."
1,Rok temu elbląskie Towarzystwo Opieki nad Zwierzętami oskarżyło gospodarza o okrutne traktowanie koni.,Rok temu elbląskie Towarzystwo Opieki nad Zwierzętami oskarżyło osobę gospodarską o okrutne traktowanie koni.
1,Wszyscy są już pod dozorem kuratora.,Wszyscy są już pod dozorem osoby kuratorskiej.
1,"Ale kiedy przewrócili Firstwooda na ziemię i trzymali z wykręconymi rękami, a jeden z kelnerów wrócił do restauracji, by zadzwonić po gliny, musiała działać.","Ale kiedy przewrócili Firstwooda na ziemię i trzymali z wykręconymi rękami, a jedna z osób kelnerskich wróciła do restauracji, by zadzwonić po gliny, musiała działać."
1,"Na jaką cholerę zachęcono 100 lokatorów do zamontowania etażowego ogrzewania gazowego, jeśli teraz będą musieli je zlikwidować?","Na jaką cholerę zachęcono 100 osób lokatorskich do zamontowania etażowego ogrzewania gazowego, jeśli teraz będą musiały je zlikwidować?"
1,- Sekretarz pokazał swój lwi pazur - komentował potem Zdzich.,- Osoba sekretarska pokazał swój lwi pazur - komentował potem Zdzich.
1,– Oczywiście – w głosie recepcjonistki zabrzmiało zdumienie.,– Oczywiście – w głosie osoby pracującej w recepcji zabrzmiało zdumienie.
1,Pan minister odpowiedział: jest program.,Osoba ministerska odpowiedziała: jest program.
1,Czy filozof jest jeszcze potrzebny gdy wiedza wyprzedza filozofię?,Czy osoba zajmująca się filozofią jest jeszcze potrzebna gdy wiedza wyprzedza filozofię?
1,"Oprócz rekordu, Mistrzyni zaprezentowała swoją siłę także na inne sposoby – unosząc samochód oraz podnosząc nad głowę ponad 80-kilogramowego mężczyznę.","Oprócz rekordu, Osoba Mistrzowska zaprezentowała swoją siłę także na inne sposoby – unosząc samochód oraz podnosząc nad głowę ponad 80-kilogramowego mężczyznę."
1,"Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związanego z SLD dyrektora Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.","Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osobę dyrektorską Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie."
1,Ekipa realizatorów czwartej części „Idola” gościła także na Podkarpaciu.,Ekipa osób realizatorskich czwartej części „Idola” gościła także na Podkarpaciu.
1,"S. Wszedłem do banku, aby zająć kasjerów swoją osobą.","S. Wszedłem do banku, aby zająć osoby kasjerskie swoją osobą."
1,"Wpis na listę selekcjonerów myśliwego, który złożył egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.","Wpis na listę osób selekcjonerskich osoby myśliwskiej, która złożyła egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu."
1,"Zatrzymał dwa konie rycerza, jako gwarancję jego powrotu, a w zamian dał mu ich równowartość w gotówce.","Zatrzymał dwa konie osoby rycerskiej, jako gwarancję jego powrotu, a w zamian dał jej ich równowartość w gotówce."
1,"Wciąż nie wiadomo jednak, jakie propozycje pracy ma dla niego minister ochrony środowiska.","Wciąż nie wiadomo jednak, jakie propozycje pracy ma dla niego osoba ministerska ochrony środowiska."
1,I stąd być może - jak piszą zagraniczni dziennikarze - seria brutalnych morderstw.,I stąd być może - jak piszą zagraniczne osoby dziennikarskie - seria brutalnych morderstw.
1,Gołębiarz zamieszkuje na brzegach lasów w pobliżu pól uprawnych.,Osoba gołębiarska zamieszkuje na brzegach lasów w pobliżu pól uprawnych.
1,"Później policjantom powiedział, że dzwonił na pogotowie.","Później osobom policjanckim powiedział, że dzwonił na pogotowie."
1,Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz słuchaczom w ugruntowaniu zdobywanej wiedzy teoretycznej.,Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz osobom słuchackim w ugruntowaniu zdobywanej wiedzy teoretycznej.
1,"We wrześniu 1943 r. w Mińsku partyzanci radzieccy zgładzili, detonując bombę, szczególnie znienawidzonego komisarza Rzeszy na Białoruś Wilhelma Kubego.","We wrześniu 1943 r. w Mińsku osoby partyzanckie radzieckie zgładziły, detonując bombę, szczególnie znienawidzoną osobę komisarską Rzeszy na Białoruś Wilhelma Kubego."
1,"Prokuratura na Pradze-Północ wszczyna śledztwo, 15 kwietnia przesłuchuje Białorusina i jego pasażerkę.","Prokuratura na Pradze-Północ wszczyna śledztwo, 15 kwietnia przesłuchuje Białorusina i jego osobę pasażerską."
1,Załogę samolotu stanowi dwóch pilotów i inżynier pokładowy oraz sześć osób obsługi pokładowej.,Załogę samolotu stanowią dwie osoby pilockie i osoba inżynierska pokładowa oraz sześć osób obsługi pokładowej.
1,Niektórzy spośród demonstrantów odnieśli obrażenia.,Niektóre spośród osób demonstranckich odniosły obrażenia.
1,"Zaś jako nekromanta z powołania, w imieniu tychże (nekromantów, nie slayerów) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.","Zaś jako osoba nekromancka z powołania, w imieniu tychże (osób nekromanckich, nie osób slayerskich) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury."
1,Kilka dni temu na oddział trafiła prątkująca absolwentka gimnazjum.,Kilka dni temu na oddział trafiła prątkująca osoba absolwencka gimnazjum.
1,"Psycholog Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się domatorem.","Psycholog Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się domatorem."
1,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska etnografka Pearl Binder.,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba zajmująca się etnografią Pearl Binder.
1,W najbliższych miesiącach PKP mogą nie mieć czym płacić kolejarzom.,W najbliższych miesiącach PKP mogą nie mieć czym płacić osobom kolejarskim.
