type;source_sentence;target_sentence
1;"W trakcie prac nad projektem rodzina naszych ""inwestorów"" powiększyła się o małego Maciusia.";W trakcie prac nad projektem rodzina naszych “osób inwestorskich” powiększyła się o małego Maciusia.
1;Wszyscy są już pod dozorem kuratora.;Wszyscy są już pod dozorem osoby kuratorskiej.
1;"Część komentatorów mówi: ""nie bójmy się, bo nic z tego nie wyjdzie"".";"Część osób komentatorskich mówi: ""nie bójmy się, bo nic z tego nie wyjdzie""."
1;Organizatorzy wręczali mu kilka czekolad i dziękowali...;Osoby organizatorskie wręczały mu kilka czekolad i dziękowały...
1;Jak więc moglibyśmy byli zakupić u Hotchkissa amunicję, której on w ogóle nie wyrabiał, musi pozostać tajemnicą autora.;Jak więc moglibyśmy byli zakupić u Hotchkissa amunicję, której on w ogóle nie wyrabiał, musi pozostać tajemnicą osoby autorskiej.
1;Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związanego z SLD dyrektora Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.;Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osobę dyrektorską Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.
1;Na jaką cholerę zachęcono 100 lokatorów do zamontowania etażowego ogrzewania gazowego, jeśli teraz będą musieli je zlikwidować?;Na jaką cholerę zachęcono 100 osób lokatorskich do zamontowania etażowego ogrzewania gazowego, jeśli teraz będą musiały je zlikwidować?
1;"Żeby lepiej zachęcić inwestorów do realizacji tych ambitnych i potrzebnych celów Agencja Eksploatacji i Budowy Autostrad wydała, w dwóch językach: polskim i angielskim, broszurę ""Podstawowe akty prawne dotyczące autostrad płatnych"".";"Żeby lepiej zachęcić osoby inwestorskie do realizacji tych ambitnych i potrzebnych celów Agencja Eksploatacji i Budowy Autostrad wydała, w dwóch językach: polskim i angielskim, broszurę ""Podstawowe akty prawne dotyczące autostrad płatnych""."
1;Dyrektor Jerzy Wesołowski, nadzorujący z ramienia Departamentu Zagranicznego Ministerstwa Finansów rozliczenia naszych należności, przy tego typu zróżnicowanych postawach woli jednak tych, z którymi nawet ciężko, ale się rozmawia.  ;Osoba dyrektorska Jerzy Wesołowski, nadzorująca z ramienia Departamentu Zagranicznego Ministerstwa Finansów rozliczenia naszych należności, przy tego typu zróżnicowanych postawach woli jednak tych, z którymi nawet ciężko, ale się rozmawia.  
1;"Kto z państwa senatorów jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".";"Kto z państwa osób senatorskich jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za""."
1;Autor jednozdaniowej konstrukcji musi wyrzec się podobnej nadziei.;Osoba autorska jednozdaniowej konstrukcji musi wyrzec się podobnej nadziei.
1;Rzeczywiście, dodzwonić się do dyrektora było szalenie trudno.;Rzeczywiście, dodzwonić się do osoby dyrektorskiej było szalenie trudno.
1;"Na przykład: ""W sprawie urlopu bezpłatnego zwrócę się do dyrektora.";"Na przykład: ""W sprawie urlopu bezpłatnego zwrócę się do osoby dyrektorskiej."
1;"Oprócz  wątka  sakralnego, który towarzyszyć będzie autorowi przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.";"Oprócz  wątka  sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia."
1;Może reformatorzy?;Może osoby reformatorskie?
1;Niedługo w sprawie umocujemy dodatkowego prokuratora, aby przyspieszyć prace.;Niedługo w sprawie umocujemy dodatkową osobę prokuratorską, aby przyspieszyć prace.
1;potem poszliśmy coś tam zjeść i potem dołączyliśmy do tych aktorów do Przechowalni – aha – no i tam posiedzieliśmy chwilę i no i ja powiedziałem że idę do Bagdadu no i oni też poszli.;potem poszliśmy coś tam zjeść i potem dołączyliśmy do tych osób aktorskich do Przechowalni – aha – no i tam posiedzieliśmy chwilę i no i ja powiedziałem że idę do Bagdadu no i oni też poszli.
1;No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych aktorów udział w gniocie może być krokiem rujnującym przyszłą karierę.;No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych osób aktorskich udział w gniocie może być krokiem rujnującym przyszłą karierę.
1;Pan senator Orzechowski na koniec powiedział: „o nieprzyjmowanie dzisiaj tej ustawy”.;Osoba senatorska Orzechowski na koniec powiedziała: „o nieprzyjmowanie dzisiaj tej ustawy”.
1;Te zapiski są dziwaczną drogą do świata prawdziwych myśli największego konspiratora.;Te zapiski są dziwaczną drogą do świata prawdziwych myśli największej osoby konspiratorskiej.
1;Nie zawsze przecież skutkowała interwencja u dyrektora szkoły.;Nie zawsze przecież skutkowała interwencja u osoby dyrektorskiej szkoły.
1;Co do mojego pytania dotyczącego wypowiedzi senatora Adama Graczyńskiego.;Co do mojego pytania dotyczącego wypowiedzi osoby senatorskiej Adama Graczyńskiego.
1;- W 22. poprawce lit. c do art. 75d ust. 5 Senat proponuje, aby administrator danych przetwarzał dane osobowe na potrzeby Krajowego Systemu Informatycznego.;- W 22. poprawce lit. c do art. 75d ust. 5 Senat proponuje, aby osoba administratorska danych przetwarzała dane osobowe na potrzeby Krajowego Systemu Informatycznego.
1;Podczas środowego Nadzwyczajnego Walnego Zgromadzenia Akcjonariuszy niemiecki inwestor obsadził trzy miejsca w Radzie Nadzorczej BPH.;Podczas środowego Nadzwyczajnego Walnego Zgromadzenia Akcjonariuszy niemiecka osoba inwestorska obsadziła trzy miejsca w Radzie Nadzorczej BPH.
1;Jak szacuje dyrektor Mrozowski, 60 procent z nich  dostarcza mleko zawierające poniżej 400 tys.,  drobnoustrojów w militrze.;Jak szacuje osoba dyrektorska Mrozowski, 60 procent z nich  dostarcza mleko zawierające poniżej 400 tys.,  drobnoustrojów w militrze.
1;- Cobellex-Pol (nie wiadomo z jakiej miejscowości - organizator sam jeszcze tego nie wie).;- Cobellex-Pol (nie wiadomo z jakiej miejscowości - osoba organizatorska sama jeszcze tego nie wie).
1;Szkolenie powinno być zorganizowane w formie kursu - z oderwaniem od pracy - na podstawie szczegółowego programu, opracowanego przez organizatora szkolenia.;Szkolenie powinno być zorganizowane w formie kursu - z oderwaniem od pracy - na podstawie szczegółowego programu, opracowanego przez osobę organizatorską szkolenia.
1;Kiedy zaś usłyszał piosenkę śpiewaną przez Cholewę, poszedł doń i oświadczył, że to właśnie on jest autorem.;Kiedy zaś usłyszał piosenkę śpiewaną przez Cholewę, poszedł doń i oświadczył, że to właśnie on jest osobą autorską.
1;– bo on chyba jakimś dyrektorem przecież został nie?;– bo on chyba jakąś osobą dyrektorską przecież został nie?
1;Dziękuję senatorowi Kulakowi za solidarność z mówiącym.;Dziękuję osobie senatorskiej Kulakowi za solidarność z mówiącym.
1;Jesteś rzeczowy, oszczędny, dobry organizator, masz dobrą głowę do interesów, szczególnie poważnych manipulacji finansowych.;Jesteś rzeczowy, oszczędny, dobra osoba organizatorska, masz dobrą głowę do interesów, szczególnie poważnych manipulacji finansowych.
1;Niestety, jej pensja okazała się za mała w stosunku do trybu życia, jakie prowadziła córka słynnego aktora.;Niestety, jej pensja okazała się za mała w stosunku do trybu życia, jakie prowadziła córka słynnej osoby aktorskiej.
1;A to pewnie był akurat chwyt zamierzony przez autora i głęboko uzasadniony.;A to pewnie był akurat chwyt zamierzony przez osobę autorską i głęboko uzasadniony.
1;Ekipa realizatorów czwartej części „Idola” gościła także na Podkarpaciu.;Ekipa osób realizatorskich czwartej części „Idola” gościła także na Podkarpaciu.
1;Jedne za drugimi, modlitwy błagalne, wiersze i proza autorów sławnych i zupełnie nie znanych, od Wincentego Kadłubka z XII wieku poczynając.;Jedne za drugimi, modlitwy błagalne, wiersze i proza osób autorskich sławnych i zupełnie nie znanych, od Wincentego Kadłubka z XII wieku poczynając.
1;Dyrektor firmy Palm przeprowadził pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.;Osoba dyrektorska firmy Palm przeprowadziła pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.
1;- Może to była zemsta za zawiadomienie prokuratury - zastanawia się dyrektor Orzeł-Łysiak.;- Może to była zemsta za zawiadomienie prokuratury - zastanawia się osoba dyrektorska Orzeł-Łysiak.
1;Wizytator pokręcił surowo głową.;Osoba wizytatorska pokręciła surowo głową.
1;Wtedy wyraźnie widać czym inpirował się autor.;Wtedy wyraźnie widać czym inpirowała się osoba autorska.
1;O sprawach tych rozmawiał ambasador Harriman z Mołotowem 25 kwietnia i 3 czerwca.;O sprawach tych rozmawiała osoba ambasadorska Harriman z Mołotowem 25 kwietnia i 3 czerwca.
1;Organizatorzy podkreślają, że przywrócenie wspaniałej Wagnerowskiej muzyki temu amfiteatrowi (zbudowanemu na operowe wagnerowskie prezentacje) będzie próbą generalną przed wystawieniem pełnego spektaklu operowego w Sopocie.;Osoby organizatorskie podkreślają, że przywrócenie wspaniałej Wagnerowskiej muzyki temu amfiteatrowi (zbudowanemu na operowe wagnerowskie prezentacje) będzie próbą generalną przed wystawieniem pełnego spektaklu operowego w Sopocie.
1;ZZA ALUMINIOWEJ KURTYNY  Ale życie lokatorów drapaczy wbrew zewnętrznemu splendorowi i budowlanej cywilizacji - nie jest jeszcze zbyt łatwe.;ZZA ALUMINIOWEJ KURTYNY  Ale życie osób lokatorskich drapaczy wbrew zewnętrznemu splendorowi i budowlanej cywilizacji - nie jest jeszcze zbyt łatwe.
1;Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością inkwizytora, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.;Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością osoby inkwizytorskiej, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.
1;A organizatorzy starają się, by stworzyć dobrą atmosferę, w przerwie meczu częstowali nawet widzów grochówką.;A osoby organizatorskie starają się, by stworzyć dobrą atmosferę, w przerwie meczu częstowały nawet widzów grochówką.
1;Ten, kto dyktuje warunki, kto powołał narratora i kto tak długo zostawiał bez odpowiedzi listy i faksy, przypomina sobie co jakiś czas o zaległych sprawach, poczynając od cieknącego kranu, a kończąc na bankowych dyspozycjach.;Ten, kto dyktuje warunki, kto powołał osobę narratorską i kto tak długo zostawiał bez odpowiedzi listy i faksy, przypomina sobie co jakiś czas o zaległych sprawach, poczynając od cieknącego kranu, a kończąc na bankowych dyspozycjach.
1;Jerzy Plewa był głównym negocjatorem ds. rolnych w okresie, kiedy Polska wstępowała do Unii Europejskiej.;Jerzy Plewa był główną osobą negocjatorską ds. rolnych w okresie, kiedy Polska wstępowała do Unii Europejskiej.
1;Wnioski pozostawiam pani redaktor.;Wnioski pozostawiam osobie redaktorskiej.
1;Podobno żadna śmierć nie jest naturalna, wypowiadał się o tym profesor biologii z AM w TOK FM.;Podobno żadna śmierć nie jest naturalna, wypowiadała się o tym osoba profesorska biologii z AM w TOK FM.
1;Przy akompaniamencie muzyki Janusza Hajduna aktorzy prezentują niepokojącą opowieść o współczesnym świecie.;Przy akompaniamencie muzyki Janusza Hajduna osoby aktorskie prezentują niepokojącą opowieść o współczesnym świecie.
1;Nie przesadzajmy jednak: na przyjęciach u ambasadorów spotykają się nieraz znakomitości z tych różnych hierarchii.;Nie przesadzajmy jednak: na przyjęciach u osób ambasadorskich spotykają się nieraz znakomitości z tych różnych hierarchii.
1;A była podobno wręcz dewotką!;A była podobno wręcz osobą dewocią!
1;Poszukiwacz rozrywek Merkury przygotowuje dla ciebie w tym miesiącu intrygującą przygodę.;Osoba poszukiwacza rozrywek Merkury przygotowuje dla ciebie w tym miesiącu intrygującą przygodę.
1;Co się stało z Pożeraczem Chmur?;Co się stało z Osobą Pożeraczą Chmur?
1;"- Mamy w reprezentacji kilku graczy, którzy lepiej ode mnie wykonują  ""jedenastki"" .";"- Mamy w reprezentacji kilka osób grackich, którzy lepiej ode mnie wykonują  ""jedenastki"" ."
1;Inna grupa w tym czasie znosi spod ściany zwłoki drugiego ze wspinaczy.;Inna grupa w tym czasie znosi spod ściany zwłoki drugiej z osób wspinackich.
1;Lecz trzeba być w zgodzie z kompozytorem.;Lecz trzeba być w zgodzie z osobą kompozytorską.
1;Nam pozostają tylko sponsorzy, festyny i zbiórki makulatury.;Nam pozostają tylko osoby sponsorskie, festyny i zbiórki makulatury.
1;- Witam mojego kochanego autora!;- Witam moją kochaną osobę autorską!
1;Bayerische HypoVereinsbank wije się jak piskorz, by nie ogłaszać publicznego wezwania inwestorów do sprzedaży akcji BPH.;Bayerische HypoVereinsbank wije się jak piskorz, by nie ogłaszać publicznego wezwania osób inwestorskich do sprzedaży akcji BPH.
1;Jest to opakowanie niebezpieczne, a poza tym ułatwia przemyt alkoholu - uważa dyrektor Urzędu Morskiego w Szczecinie Mirosław Szajkowski.;Jest to opakowanie niebezpieczne, a poza tym ułatwia przemyt alkoholu - uważa osoba dyrektorska Urzędu Morskiego w Szczecinie Mirosław Szajkowski.
1;Jaka jest pewność, że Pismo Święte po wielu tłumaczeniach oddaje wiernie to, co autorzy mieli na myśli...;Jaka jest pewność, że Pismo Święte po wielu tłumaczeniach oddaje wiernie to, co osoby autorskie mialy na myśli...
1;Grochulski - wskazał rudego - też robi za siebie i operatora radaru.;Grochulski - wskazał rudego - też robi za siebie i osobę operatorską radaru.
1;Obserwatorzy życia gwiazd uważają, że na swoim rozwodzie Jerry Hall może nieźle zarobić.;Osoby obserwatorskie życia gwiazd uważają, że na swoim rozwodzie Jerry Hall może nieźle zarobić.
1;- Przystępujemy do głosowania nad wnioskiem Komisji Praw Człowieka i Praworządności oraz senatora Wyględowskiego o skreślenie pktu 1 w art. 7 ustawy.;- Przystępujemy do głosowania nad wnioskiem Komisji Praw Człowieka i Praworządności oraz osoby senatorskiej Wyględowskiego o skreślenie pktu 1 w art. 7 ustawy.
1;A byłoby kogo, zarówno bowiem w spółdzielniach mieszkaniowych, jak i w kwaterunkach rośnie zadłużenie lokatorów.;A byłoby kogo, zarówno bowiem w spółdzielniach mieszkaniowych, jak i w kwaterunkach rośnie zadłużenie osób lokatorskich.
1;2. Senator ma prawo uczestniczyć w sesjach sejmików województw, rad powiatów i rad gmin, właściwych dla okręgu wyborczego, z którego został wybrany.;2. Osoba senatorska ma prawo uczestniczyć w sesjach sejmików województw, rad powiatów i rad gmin, właściwych dla okręgu wyborczego, z którego została wybrana.
1;Ekipa profesora Montagne'a, pracująca w Instytucie Pasteura nad mieszanką, prowadzącą do zmiany płci bez konieczności interwencji chirurgicznej, może poszczycić się sukcesem.;Ekipa osoby profesorskiej Montagne'a, pracująca w Instytucie Pasteura nad mieszanką, prowadzącą do zmiany płci bez konieczności interwencji chirurgicznej, może poszczycić się sukcesem.
1;Państwowa Komisja Wyborcza skierowała już do Prokuratora Generalnego wnioski przeciwko 94 komitetom wyborczym.;Państwowa Komisja Wyborcza skierowała już do Osoby Prokuratorskiej Generalnej wnioski przeciwko 94 komitetom wyborczym.
1;Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej aktorzy zapomnieli, co było przyczyną.;Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniały, co było przyczyną.
1;Obecnie jest kierownikiem I drużyny seniorów.;Obecnie jest osobą kierowniczą I drużyny osób seniorskich.
1;Regulator publicznie pytał, czy giełda dopuszczając niepłynne spółki do obrotu zapewniała inwestorom odpowiedni poziom bezpieczeństwa.;osoba regulatorska publicznie pytała, czy giełda dopuszczając niepłynne spółki do obrotu zapewniała osobom inwestorskim odpowiedni poziom bezpieczeństwa.
1;– Nie miał Pan Profesor zahamowań.;– Nie miała Osoba Profesorska zahamowań.
1;Podkreślam, że sami inspektorzy też chcą jasno wiedzieć, jak mają się zachować, gdy zajdzie chociażby podejrzenie istnienia takiego konfliktu, aby nie narazić się potem na zarzut łamania przepisów”.;Podkreślam, że same osoby inwestorskie też chcą jasno wiedzieć, jak mają się zachować, gdy zajdzie chociażby podejrzenie istnienia takiego konfliktu, aby nie narazić się potem na zarzut łamania przepisów”.
1;Ósmego czerwca 1972 r. profesor Antoni Kępiński zakończył życie, na które miał wpływ.;Ósmego czerwca 1972 r. osoba profesorska Antoni Kępiński zakończył życie, na które miał wpływ.
1;"Wąsaty, czyli redaktor naczelny Jan Matysiak, rządził ""Bazarem"" żelazną ręką.";"Wąsaty, czyli osoba redaktorska naczelna Jan Matysiak, rządziła ""Bazarem"" żelazną ręką."
1;Po jej utworzeniu znajdziemy inwestora, który kupi akcje.;Po jej utworzeniu znajdziemy osobę inwestorską, który kupi akcje.
1;Chwilę próbował utrzymać równowagę na splątanych nogach, zrobił krok do przodu i byłby runął jak długi, gdyby nie wpadł prosto w objęcia przechodzącego komandora.;Chwilę próbował utrzymać równowagę na splątanych nogach, zrobił krok do przodu i byłby runął jak długi, gdyby nie wpadł prosto w objęcia przechodzącej osoby komandorskiej.
1;Inwestor będzie również partycypował w kosztach budowy drugiego malborskiego ronda na skrzyzowaniu ulic Piastowskiej i Parkowej.;Osoba inwestorska będzie również partycypowała w kosztach budowy drugiego malborskiego ronda na skrzyzowaniu ulic Piastowskiej i Parkowej.
1;Ponownie zabrakło punktów juniora - powiedział opiekun Płomienia, Franciszek Hylla.;Ponownie zabrakło punktów osoby juniorskiej - powiedział opiekun Płomienia, Franciszek Hylla.
1;2. Wymagania bezpieczeństwa morskiego, o których mowa w ust. 1, określa w aktach prawa miejscowego właściwy terytorialnie dyrektor urzędu morskiego.;2. Wymagania bezpieczeństwa morskiego, o których mowa w ust. 1, określa w aktach prawa miejscowego właściwa terytorialnie osoba dyrektorska urzędu morskiego.
1;Wrzesień 2007 r. Senator Antoni Szymański zawiadamia prokuraturę, że odkrył w internecie ogłoszenia typu: Potrzebujesz aborcji?;Wrzesień 2007 r. Osoba senatorska Antoni Szymański zawiadamia prokuraturę, że odkryła w internecie ogłoszenia typu: Potrzebujesz aborcji?
1;A nikt o tym nie wiedział - bo profesor przypuszczał tylko - że burza, jeszcze sroższa, szaleje w duszy brodatego męża.;A nikt o tym nie wiedział - bo osoba profesorska przypuszczała tylko - że burza, jeszcze sroższa, szaleje w duszy brodatego męża.
1;– panie redaktorze byłoby bardzo źle gdyby polski parlament to weto odrzucił bo z czym mamy do czynienia by powiedzieć w kilku.;– osobo redaktorska byłoby bardzo źle gdyby polski parlament to weto odrzucił bo z czym mamy do czynienia by powiedzieć w kilku.
1;Nie jesteś też komentatorem sportowym i na pewno nie powiesz: X posiada szansę wygrać.;Nie jesteś też osobą komentatorską sportową i na pewno nie powiesz: X posiada szansę wygrać.
1;"Przypomnijmy, że dzięki Stowarzyszeniu ""Ziemia Jędrzejowska"", w którym działa Jerzy Dziopa i licznym sponsorom dzieci z najuboższych rodzin powiatu jędrzejowskiego, udało się zorganizować wycieczki między innymi do Lourdes we Francji, do Paralii w Grecji, do Wielkiej Łomnicy w Słowacji.";"Przypomnijmy, że dzięki Stowarzyszeniu ""Ziemia Jędrzejowska"", w którym działa Jerzy Dziopa i licznym osobom sponsorskim dzieci z najuboższych rodzin powiatu jędrzejowskiego, udało się zorganizować wycieczki między innymi do Lourdes we Francji, do Paralii w Grecji, do Wielkiej Łomnicy w Słowacji."
1;Ilu w tym redaktorów.;Ile w tym osób redaktorskich.
1;Ambasador w dalszym ciągu stoi odwrócony i bez ruchu.;Osoba ambasadorska w dalszym ciągu stoi odwrócona i bez ruchu.
1;Słuchał go jak mowy prokuratorskiej i choć wszystko, co mówiła, było prawdą, jednak nie mógł stanąć po stronie oskarżyciela.;Słuchał go jak mowy prokuratorskiej i choć wszystko, co mówiła, było prawdą, jednak nie mógł stanąć po stronie osoby oskarżycielskiej.
1;W chwili śmierci założycielki zgromadzenia, pięć lat temu, liczyło ono ok. 1400 Małych Sióstr, z 64 narodowości, żyjących w 290 wspólnotach w 60 krajach.;W chwili śmierci osoby założycielskiej zgromadzenia, pięć lat temu, liczyło ono ok. 1400 Małych Sióstr, z 64 narodowości, żyjących w 290 wspólnotach w 60 krajach.
1;Zeszyty dostał od nauczycielki za sprzątanie lasu.;Zeszyty dostał od osoby nauczycielskiej za sprzątanie lasu.
1;Pani nauczycielka kazała zawiadomić o tym rodziców.;Osoba nauczycielska kazała zawiadomić o tym rodziców.
1;Że pusto?... no, bo... jak właścicielka często choruje...;Że pusto?... no, bo... jak osoba właścicielska często choruje...
1;nawiązywany był na podstawie umowy o pracę zawieranej na czas nieokreślony, a nie, jak proponują komisje, na okres umożliwiający uzyskanie stopnia nauczyciela mianowanego, z uwzględnieniem warunków określonych w tym przepisie, albo na okres wynikający z organizacji nauczania lub zastępstwa nieobecnego nauczyciela.;nawiązywany był na podstawie umowy o pracę zawieranej na czas nieokreślony, a nie, jak proponują komisje, na okres umożliwiający uzyskanie stopnia osoby nauczycielskiej mianowanej, z uwzględnieniem warunków określonych w tym przepisie, albo na okres wynikający z organizacji nauczania lub zastępstwa nieobecnej osoby nauczycielskiej.
