type;source_sentence;target_sentence
0;"Bostoński Kolektyw Zdrowia Kobiet publikuje słynną książkę  ""Our Bodies Our Selves"", rozbijającą mity dotyczące kwestii kobiecego orgazmu, masturbacji, menopauzy.";"Bostoński Kolektyw Zdrowia Kobiet publikuje słynną książkę  ""Our Bodies Our Selves"", rozbijającą mity dotyczące kwestii kobiecego orgazmu, masturbacji, menopauzy."
0;W 1993 r. Biłgoraj wraz z 200 innymi gminami stanął do organizowanego przez Ministerstwo Pracy konkursu wspierania inicjatyw lokalnych.;W 1993 r. Biłgoraj wraz z 200 innymi gminami stanął do organizowanego przez Ministerstwo Pracy konkursu wspierania inicjatyw lokalnych.
0;Nic dziwnego, że został zrobiony ze specjalnych tworzyw sztucznych, odpornych na niewielkie stłuczki na parkingu.;Nic dziwnego, że został zrobiony ze specjalnych tworzyw sztucznych, odpornych na niewielkie stłuczki na parkingu.
0;Drugi wariant proponuje tzw. normatyw, czyli uzależnienie wysokości spłaty od przeciętnego miesięcznego wynagrodzenia w kraju i wielkości mieszkania.;Drugi wariant proponuje tzw. normatyw, czyli uzależnienie wysokości spłaty od przeciętnego miesięcznego wynagrodzenia w kraju i wielkości mieszkania.
0;Jedyny pozytyw to to, że moja siostra ma dzisiaj 9 lekcji i moge na jej kompie siedzieć.;Jedyny pozytyw to to, że moja siostra ma dzisiaj 9 lekcji i moge na jej kompie siedzieć.
0;XM1, kamera cyfrowa firmy Canon, jest pierwszą domową kamerą wyposażoną w obiektyw, stosowany dotychczas tylko w profesjonalnym sprzęcie tej firmy;XM1, kamera cyfrowa firmy Canon, jest pierwszą domową kamerą wyposażoną w obiektyw, stosowany dotychczas tylko w profesjonalnym sprzęcie tej firmy
1;Rozwiązując swoją drugą zagadkę kryminalną, młoda detektywka po raz kolejny zabiera młodych czytelników w pasjonującą podróż po barwnym świecie opactwa benedyktyńskiego;Rozwiązując swoją drugą zagadkę kryminalną, młoda osoba detektywistyczna po raz kolejny zabiera młodych czytelników w pasjonującą podróż po barwnym świecie opactwa benedyktyńskiego
0;Miałeś rację, grzywka też powinna być krótka.;Miałeś rację, grzywka też powinna być krótka.
0;Czy jej brak ma istotny wpływ na jakość amerykańskiego systemu szkolnictwa wyższego?;Czy jej brak ma istotny wpływ na jakość amerykańskiego systemu szkolnictwa wyższego?
0;Odpowiada, że nawet w Unii Europejskiej nikt nie pokusił się o komentarz do tego rodzaju dyrektyw, więc i od polskich władz nie można oczekiwać ich technicznego precyzowania.;Odpowiada, że nawet w Unii Europejskiej nikt nie pokusił się o komentarz do tego rodzaju dyrektyw, więc i od polskich władz nie można oczekiwać ich technicznego precyzowania.
0;Mało kto podziela jednak eurolęki polityków przeciwnych integracji. Z jednym wyjątkiem: perspektyw dla rolnictwa.;Mało kto podziela jednak eurolęki polityków przeciwnych integracji. Z jednym wyjątkiem: perspektyw dla rolnictwa.
0;Osoby cierpiące na wyprysk nie powinny obierać warzyw oraz owoców cytrusowych bez osłony skóry rąk, przygotowywać przetworów zimowych z kwaśnych owoców.;Osoby cierpiące na wyprysk nie powinny obierać warzyw oraz owoców cytrusowych bez osłony skóry rąk, przygotowywać przetworów zimowych z kwaśnych owoców.
0;Przepływająca przez jezioro Lega umożliwia spływ kajakowy w kierunku Ełku, Rajgrodu i dalej do Warszawy.;Przepływająca przez jezioro Lega umożliwia spływ kajakowy w kierunku Ełku, Rajgrodu i dalej do Warszawy.
1;Detektyw precyzyjnym sztychem przeszył jego prawe ramię.;Osoba detektywistyczna precyzyjnym sztychem przeszyła jego prawe ramię.
1;Witam, odnalazłam akt w którym widnieje ekonom z Nadarzyna.;Witam, odnalazłam akt w którym widnieje osoba ekonomska z Nadarzyna.
1;Ten gastronom z niejednego projektu słynie.;Ten osoba gastronomska z niejednego projektu słynie.
1;Pracuję jako agronom w tutejszym Państwowym Ośrodku Maszynowym.;Pracuję jako osoba agronomska w tutejszym Państwowym Ośrodku Maszynowym.
1;Czysta ambrozja, tak odpowiednie, jak ten wielki gastronom powiedział, do charakteru tego boskiego pstrąga, na którego mnie coraz to większy apetyt zbiera.;Czysta ambrozja, tak odpowiednie, jak ta wielka osoba gastronomska powiedziała, do charakteru tego boskiego pstrąga, na którego mnie coraz to większy apetyt zbiera.
1;"Oto agronom K. Szadrin z Najwyższej Rady ZSRR, który kieruje kołchozem ""gigant"", znajdującym się na uboczu od kolei, obok Sałaiwskiego pasma gór.";"Oto osoba agronomska K. Szadrin z Najwyższej Rady ZSRR, który kieruje kołchozem ""gigant"", znajdującym się na uboczu od kolei, obok Sałaiwskiego pasma gór."
1;Przemawia w nich astronom?;Przemawia w nich osoba astronomska?
1;Agronomka w białym płaszczu sprawdza wzrost roślin na polu.;Osoba agronomska w białym płaszczu sprawdza wzrost roślin na polu.
1;Sprawność harcerska astronomka udowadnia zdobycie wiedzy z zakresu astronomii;Sprawność harcerska osoba astronomska udowadnia zdobycie wiedzy z zakresu astronomii
1;Potem stał się elementem symboliki chrześcijańskiej charakterystycznej dla Wielkanocy - wyjaśnia Elżbieta Kaczmarek (57 l.), etnograf z Muzeum Warmii i Mazur w Olsztynie.;Potem stał się elementem symboliki chrześcijańskiej charakterystycznej dla Wielkanocy - wyjaśnia Elżbieta Kaczmarek (57 l.), osoba zajmująca się etnografią z Muzeum Warmii i Mazur w Olsztynie.
0;Także w Szpitalu Powiatowym funkcjonuje mammograf, na którym można dokonywać regularnych badań piersi. Raz w miesiącu w budynku Urzędu Miejskiego przy ulicy Parkowej pełni swoje dyżury pielęgniarka, która prowadzi szkolenia dla kobiet w zakresie samokontroli piersi.;Także w Szpitalu Powiatowym funkcjonuje mammograf, na którym można dokonywać regularnych badań piersi. Raz w miesiącu w budynku Urzędu Miejskiego przy ulicy Parkowej pełni swoje dyżury pielęgniarka, która prowadzi szkolenia dla kobiet w zakresie samokontroli piersi.
0;Czy nie zdawał sobie sprawy, że po erze telegrafu przychodzi zwykle czas na telegraf bez drutu?;Czy nie zdawał sobie sprawy, że po erze telegrafu przychodzi zwykle czas na telegraf bez drutu?
0;Tak że nie, nie ma z petentami nic wspólnego, tylko tam wiesz odpowiedni paragraf dostosowuje do odpowiedniego wniosku.;Tak że nie, nie ma z petentami nic wspólnego, tylko tam wiesz odpowiedni paragraf dostosowuje do odpowiedniego wniosku.
1;Dariusz Karłowicz, filozof, dostał fuchę w kaczej telewizji (patrz Marek A. Cichocki).;Dariusz Karłowicz, osoba zajmująca się filozofią, dostał fuchę w kaczej telewizji (patrz Marek A. Cichocki).
0;Jego nazwa dobrze jest znana poznańskim kobietom - mammograf.;Jego nazwa dobrze jest znana poznańskim kobietom - mammograf.
0;Pozostała jedna szansa na autograf.;Pozostała jedna szansa na autograf.
1;Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska etnografka Pearl Binder.;Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba zajmująca się etnografią Pearl Binder.
1;Po chwili przyjechał fotograf i wszystko stało się jasne.;Po chwili przyjechał fotograf i wszystko stało się jasne.
1;W maju i październiku 2-osobowa grupa (w tym etnograf) przeprowadziła 5-dniowe badania terenowe w Rudawie, Brzezince i Radwanowicach w pow. Chrzanów.;W maju i październiku 2-osobowa grupa (w tym osoba zajmująca się etnografią) przeprowadziła 5-dniowe badania terenowe w Rudawie, Brzezince i Radwanowicach w pow. Chrzanów.
1;Czy filozof jest jeszcze potrzebny gdy wiedza wyprzedza filozofię?;Czy osoba zajmująca się filozofią jest jeszcze potrzebna gdy wiedza wyprzedza filozofię?
1;Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.;Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.
0;Ty masz jeszcze na ten tomograf głowy.;Ty masz jeszcze na ten tomograf głowy.
1;Przedwojenny etnograf, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.;Przedwojenna osoba zajmująca się etnografią, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.
0;Tomograf komputerowy pozwala znaleźć chorą tkankę.;Tomograf komputerowy pozwala znaleźć chorą tkankę.
1;Pewnego dnia fotograf odkryje prawdę i będzie musiał zdecydować: czy kocha miłą powierzchowność Noelle czy fascynującą osobowość, ale i niezbyt kształtną figurę Abby.;Pewnego dnia osoba zajmująca się fotografią odkryje prawdę i będzie musiała zdecydować: czy kocha miłą powierzchowność Noelle czy fascynującą osobowość, ale i niezbyt kształtną figurę Abby.
0;Bo ja składałam zamówienie na oficjalnej stronie, wysłałam niedawno list do brata Dody, ale mam jeszcze prywatny adres jej rodziców, ale tam mi głupio pisać. I dlatego jestem ciekawa skąd Ty masz, bo chciałabym wiedzieć czy mam co liczyć na jej graf. A nie ukrywam, że mi bardzo zalezy na jej podpisie ^^ O mój Boże!;Bo ja składałam zamówienie na oficjalnej stronie, wysłałam niedawno list do brata Dody, ale mam jeszcze prywatny adres jej rodziców, ale tam mi głupio pisać. I dlatego jestem ciekawa skąd Ty masz, bo chciałabym wiedzieć czy mam co liczyć na jej graf. A nie ukrywam, że mi bardzo zalezy na jej podpisie ^^ O mój Boże!
0;Mi Sławek Borowiecki napisał na nk, że wyśle mi autograf przez e-maila!;Mi Sławek Borowiecki napisał na nk, że wyśle mi autograf przez e-maila!
0;Dostałem niedawno autograf od Matta Le Blanc (ze studiofanmail).;Dostałem niedawno autograf od Matta Le Blanc (ze studiofanmail).
0;A tak poza tym, Tobie nie kończą się jeszcze wakacje, bo jakoś tak dziwnie napisałaś... Ja jestem na studiach i mam jeszcze miesiąc wolnego No do mnie przyszedł Wieleba, Płoszajski i Video (pisałam już wcześniej). W sumie to i tak teraz są wakacje i pewnie gwiazdy mają urlop. Hymmm... Chociaż prawdę mówiąc już połowa sierpnia nie długo i powinni wracać do roboty Ale próbować warto. Życzę powodzenia. Do Wenta miałam adres z jego oficialnej, polskiej strony. Moja kolezanka dostała o niego (niestety po około roku) orginalny autograf. Ja lubię Natalię, dlatego zapytałam czy jest możliwość otrzymania singla. Singla nie dostałam, tylko płytę i DVD. Dostałam, bo naprawdę lubię Natalię, a nie tylko dlatego, ze rzucam się na wszystko co wysyłają, bo za darmo;A tak poza tym, Tobie nie kończą się jeszcze wakacje, bo jakoś tak dziwnie napisałaś... Ja jestem na studiach i mam jeszcze miesiąc wolnego No do mnie przyszedł Wieleba, Płoszajski i Video (pisałam już wcześniej). W sumie to i tak teraz są wakacje i pewnie gwiazdy mają urlop. Hymmm... Chociaż prawdę mówiąc już połowa sierpnia nie długo i powinni wracać do roboty Ale próbować warto. Życzę powodzenia. Do Wenta miałam adres z jego oficialnej, polskiej strony. Moja kolezanka dostała o niego (niestety po około roku) orginalny autograf. Ja lubię Natalię, dlatego zapytałam czy jest możliwość otrzymania singla. Singla nie dostałam, tylko płytę i DVD. Dostałam, bo naprawdę lubię Natalię, a nie tylko dlatego, ze rzucam się na wszystko co wysyłają, bo za darmo
1;Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trzecia ludzkości, dowodzi, że XIX-wieczny demograf ma rację?;Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trzecia ludzkości, dowodzi, że XIX-wieczna osoba zajmująca się demografią ma rację?
0;W jednej kieszeni Pismo Św., w drugiej granaty – i ryngraf na kamizelce kuloodpornej.;W jednej kieszeni Pismo Św., w drugiej granaty – i ryngraf na kamizelce kuloodpornej.
1;Ortopeda rozpoznaje, leczy i kieruje rehabilitacją osób z chorobami i wadami narządów ruchu.;Osoba ortopedzka rozpoznaje, leczy i kieruje rehabilitacją osób z chorobami i wadami narządów ruchu.
1;Taka ortopedka jak nasza jest jedna na milion;Taka osoba ortopedzka jak nasza jest jedna na milion
1;Anna Gowin to doświadczona logopedka, mama trójki dzieci. ;Anna Gowin to doświadczona osoba logopedzka, mama trójki dzieci. 
1;Logopedka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.;Osoba logopedzka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.
1;Logopeda diagnozuje i leczy wady wymowy u dzieci i dorosłych. ;Osoba logopedzka diagnozuje i leczy wady wymowy u dzieci i dorosłych. 
0;Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.;Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.
0;Wodoodporna kredka do oczu to najlepsze rozwiązanie dla osób, które chcą, aby ich makijaż utrzymał się przez cały dzień, niezależnie od warunków pogodowych.;Wodoodporna kredka do oczu to najlepsze rozwiązanie dla osób, które chcą, aby ich makijaż utrzymał się przez cały dzień, niezależnie od warunków pogodowych.
1;Pamiętamy o niej, darzymy zaufaniem i sympatią - mówi burmistrz Lidia Grabowska.;Pamiętamy o niej, darzymy zaufaniem i sympatią - mówi osoba burmistrzowska Lidia Grabowska.
1;Marek Wolski, burmistrz Jędrzejowa, zapewnia nas, że zaprosił Gosiewskiego tylko do wspólnego spaceru po stadionie.;Marek Wolski, osoba burmistrzowska Jędrzejowa, zapewnia nas, że zaprosił Gosiewskiego tylko do wspólnego spaceru po stadionie.
1;Słowo PiS ani partia nie padło - opowiada burmistrz Jędrzejowa.;Słowo PiS ani partia nie padło - opowiada osoba burmistrzowska Jędrzejowa.
1;Trudno, by burmistrz odganiał ich od mikrofonu.;Trudno, by osoba burmistrzowska odganiała ich od mikrofonu.
1;"Wiceburmistrz Polkowic Stanisława Bocian skierowała w tej sprawie protest do KGHM, uznając za ""niedopuszczalne, aby działalność spółki powodowała takie zagrożenia dla mieszkańców gminy"".";"Osoba wiceburmistrzowska Polkowic Stanisława Bocian skierowała w tej sprawie protest do KGHM, uznając za ""niedopuszczalne, aby działalność spółki powodowała takie zagrożenia dla mieszkańców gminy""."
1;Współpracowałem z SB - ujawnia Roman Wrocławski, mistrz świata z 1982 roku.;Współpracowałem z SB - ujawnia Roman Wrocławski, osoba mistrzowska świata z 1982 roku.
1;Burmistrz brazylijskiego miasta Bocaiura do Sul w stanie Parana, ogłosił bezpłatne rozdawanie mężczyznom viagry.;Osoba burmistrzowska brazylijskiego miasta Bocaiura do Sul w stanie Parana, ogłosiła bezpłatne rozdawanie mężczyznom viagry.
1;Burmistrz gwarantuje, że w tym roku fajerwerki będą bardzo efektowne.;Osoba burmistrzowska gwarantuje, że w tym roku fajerwerki będą bardzo efektowne.
1;Dzieło nie jest dokończone, ale twarz, głowę, ramiona mistrz zdążył już oddać w szczegółach.;Dzieło nie jest dokończone, ale twarz, głowę, ramiona osoba mistrzowska zdążyła już oddać w szczegółach.
1;Burmistrz koordynuje funkcjonowanie krajowego systemu ratowniczo-gaśniczego na obszarze gminy.;Osoba burmistrzowska koordynuje funkcjonowanie krajowego systemu ratowniczo-gaśniczego na obszarze gminy.
1;Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 wiceburmistrz gminy Ćmielów.;Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 osoba wiceburmistrzowska gminy Ćmielów.
1;Wydawnictwo Amber pomaga nam zrozumieć, z kim mamy do czynienia: mistrz thrillera prawniczego, chlubnie kontynuujący tradycję Johna Grishama.;Wydawnictwo Amber pomaga nam zrozumieć, z kim mamy do czynienia: osoba mistrzowska thrillera prawniczego, chlubnie kontynuująca tradycję Johna Grishama.
1;Chce ich promować np. sam mistrz, który ma jeden ze swoich salonów także w Lublinie.;Chce ich promować np. sama osoba mistrzowska, która ma jeden ze swoich salonów także w Lublinie.
1;Burmistrz wyjaśnia, że są trudności w porozumieniu się z Urzędem Rejonowym.;Osoba burmistrzowska wyjaśnia, że są trudności w porozumieniu się z Urzędem Rejonowym.
1;Jak się dowiedzieliśmy, nie ma obowiązku rozpisywania konkursu na radę, a burmistrz miasta obligatoryjnie powołuje organ do życia, co też uczynił.;Jak się dowiedzieliśmy, nie ma obowiązku rozpisywania konkursu na radę, a osoba burmistrzowska miasta obligatoryjnie powołuje organ do życia, co też uczyniła.
1;Kim w ogóle ma być burmistrz?;Kim w ogóle ma być osoba burmistrzowska?
1;Babcia chciała kupić dolary w Iławie, ale zegarmistrz żądał po sto dziesięć złotych.;Babcia chciała kupić dolary w Iławie, ale osoba zegarmistrzowska żądała po sto dziesięć złotych.
1;Lekcja kończy się rozczarowaniem, ale mistrz wydaje się daleki od rezygnacji.;Lekcja kończy się rozczarowaniem, ale osoba mistrzowska wydaje się daleka od rezygnacji.
1;Ośrodkowi patronować ma zawodowy mistrz świata.;Ośrodkowi patronować ma zawodowa osoba mistrzowska świata.
1;Niekoniecznie musi być nim profesjonalny kuchmistrz.;Niekoniecznie musi być nim profesjonalna osoba kuchmistrzowska.
1;Był wielki świat - wstęgę przecinał wraz z Andrzejam Stochem i Romanem Bulasem wiceburmistrz, a wokół szwedzkiego stołu krzątały się rzesze zaproszonych i przygodnych gości.;Był wielki świat - wstęgę przecinała wraz z Andrzejam Stochem i Romanem Bulasem osoba wiceburmistrzowska, a wokół szwedzkiego stołu krzątały się rzesze zaproszonych i przygodnych gości.
1;Amerykański eskmistrz świata wagi ciężkiej Mike Tyson (na zdjęciu) powraca na ring po odzyskaniu licencji.;Amerykańska osoba eksmistrzowska świata wagi ciężkiej Mike Tyson (na zdjęciu) powraca na ring po odzyskaniu licencji.
1;FC Nantes - mistrz Francji, który wygrał w Paryżu przed rokiem 3:0, został rozgromiony w sobotę 5:0.;FC Nantes - osoba mistrzowska Francji, która wygrała w Paryżu przed rokiem 3:0, została rozgromiona w sobotę 5:0.
1;"""Tylko uprzedzam, konia trzeba będzie samemu czyścić""  - przestrzegał rotmistrz.";"""Tylko uprzedzam, konia trzeba będzie samemu czyścić""  - przestrzegała osoba rotmistrzowska."
1;Przypomnijmy, że w marcu do powiatu gostyńskiego przyjechali Klaus Behrens, burmistrz powiatowego miasta Hoxter.;Przypomnijmy, że w marcu do powiatu gostyńskiego przyjechali Klaus Behrens, osoba burmistrzowska powiatowego miasta Hoxter.
