type,source_sentence,target_sentence
0,"Lepiej smakuje ciasto z dodatkiem przypraw korzennych (cynamon, goździki, gałka muszkatołowa, kardamon), orzechów (laskowe, wiórki kokosowe) lub suszonych owoców.","Lepiej smakuje ciasto z dodatkiem przypraw korzennych (cynamon, goździki, gałka muszkatołowa, kardamon), orzechów (laskowe, wiórki kokosowe) lub suszonych owoców."
0,Należy je piec w temperaturze 180 °C przez około godzinę.,Należy je piec w temperaturze 180 °C przez około godzinę.
0,"Ciasto marchewkowe można jeść bez dodatków, jednak najczęściej podaje się je z lukrem, kremową polewą z serka śmietankowego (z ang. cream cheese), posypane kruszonymi orzechami.","Ciasto marchewkowe można jeść bez dodatków, jednak najczęściej podaje się je z lukrem, kremową polewą z serka śmietankowego (z ang. cream cheese), posypane kruszonymi orzechami."
0,Czasem ozdabia się je płatkami z cukru przypominającymi marchewkę.,Czasem ozdabia się je płatkami z cukru przypominającymi marchewkę.
0,"Zazwyczaj piecze się je w prostokątnych, podłużnych lub okrągłych foremkach, a podaje pokrojone w kwadraty.","Zazwyczaj piecze się je w prostokątnych, podłużnych lub okrągłych foremkach, a podaje pokrojone w kwadraty."
0,W Stanach Zjednoczonych i w Wielkiej Brytanii ciasto marchewkowe można bez problemu kupić w sklepach spożywczych (wersja z przedłużoną datą ważności) lub w cukierniach (świeże).,W Stanach Zjednoczonych i w Wielkiej Brytanii ciasto marchewkowe można bez problemu kupić w sklepach spożywczych (wersja z przedłużoną datą ważności) lub w cukierniach (świeże).
0,Marchewka była używana jako składnik wypieków już w średniowieczu.,Marchewka była używana jako składnik wypieków już w średniowieczu.
0,"Biorąc pod uwagę fakt, że cukier był wówczas towarem drogim i trudno dostępnym, a zawartość cukru w marchewce jest znacznie wyższa niż w jakimkolwiek innym warzywie (poza burakiem cukrowym), stosowano ją, aby wzbogacić smak deserów.","Biorąc pod uwagę fakt, że cukier był wówczas towarem drogim i trudno dostępnym, a zawartość cukru w marchewce jest znacznie wyższa niż w jakimkolwiek innym warzywie (poza burakiem cukrowym), stosowano ją, aby wzbogacić smak deserów."
0,Ciasto marchewkowe przeżyło renesans w Wielkiej Brytanii podczas drugiej wojny światowej jako konsekwencja racjonowania żywności.,Ciasto marchewkowe przeżyło renesans w Wielkiej Brytanii podczas drugiej wojny światowej jako konsekwencja racjonowania żywności.
0,W latach sześćdziesiątych moda na ciasto marchewkowe ogarnęła Stany Zjednoczone.,W latach sześćdziesiątych moda na ciasto marchewkowe ogarnęła Stany Zjednoczone.
0,Niskobudżetowy produkt szybko zyskał sympatię i stał się jednym z popularniejszych deserów dostępnych w większości kafejek i restauracji.,Niskobudżetowy produkt szybko zyskał sympatię i stał się jednym z popularniejszych deserów dostępnych w większości kafejek i restauracji.
0,"W Szwajcarii podobną, regionalną potrawą jest placek Rüblitorte.","W Szwajcarii podobną, regionalną potrawą jest placek Rüblitorte."
0,"W kuchni polskiej wśród popularnych przepisów na piernik są takie, w których miód zastępuje się marchwią – jest to tzw. piernik marchwiowy.","W kuchni polskiej wśród popularnych przepisów na piernik są takie, w których miód zastępuje się marchwią – jest to tzw. piernik marchwiowy."
0,"Ciasto o nazwie Piernik z marchwi, wypiekane w województwie łódzkim w okolicach Dmosina i Głowna, zostało wpisane 3 marca 2008 na Listę produktów tradycyjnych polskiego Ministerstwa Rolnictwa i Rozwoju Wsi.","Ciasto o nazwie Piernik z marchwi, wypiekane w województwie łódzkim w okolicach Dmosina i Głowna, zostało wpisane 3 marca 2008 na Listę produktów tradycyjnych polskiego Ministerstwa Rolnictwa i Rozwoju Wsi."
0,"Wśród polskich tradycyjnych wypieków znajdują się też inne ciasta z marchwi, zwykle doprawiane cynamonem: 17 stycznia 2011 ciasto o nazwie kaszubski kuch marchewny, wypiekane w województwie pomorskim, zostało wpisane na Listę produktów tradycyjnych polskiego Ministerstwa Rolnictwa i Rozwoju Wsi.","Wśród polskich tradycyjnych wypieków znajdują się też inne ciasta z marchwi, zwykle doprawiane cynamonem: 17 stycznia 2011 ciasto o nazwie kaszubski kuch marchewny, wypiekane w województwie pomorskim, zostało wpisane na Listę produktów tradycyjnych polskiego Ministerstwa Rolnictwa i Rozwoju Wsi."
0,"W specyfikacji opisano je jako lekko wilgotne, w smaku słodkie, o zapachu marchwi i cynamonu.","W specyfikacji opisano je jako lekko wilgotne, w smaku słodkie, o zapachu marchwi i cynamonu."
0,"Przyrządza się je ze startej marchwi, mąki, jaj, oleju, cukru, bakalii, kakao i cynamonu.","Przyrządza się je ze startej marchwi, mąki, jaj, oleju, cukru, bakalii, kakao i cynamonu."
0,Nadmiar soku z marchwi wykorzystuje się do przyrządzenia polewy na ciasto.,Nadmiar soku z marchwi wykorzystuje się do przyrządzenia polewy na ciasto.
0,"11 września 2013 na Listę. wpisany został „wilijnik” – ciasto z tartych buraków, marchwi, siekanych orzechów, jaj, cukru, oleju, mąki, cynamonu, soli i sody oczyszczonej.","11 września 2013 na Listę. wpisany został „wilijnik” – ciasto z tartych buraków, marchwi, siekanych orzechów, jaj, cukru, oleju, mąki, cynamonu, soli i sody oczyszczonej."
0,"Wilijnik jest wypiekiem wigilijnym, wytwarzanym na terenie gminy Sieniawa (woj. podkarpackie, powiat przeworski).","Wilijnik jest wypiekiem wigilijnym, wytwarzanym na terenie gminy Sieniawa (woj. podkarpackie, powiat przeworski)."
0,"3 marca 2017 na tę samą listę trafiło kujawskie ciasto marchewkowe, wypiekane w województwie kujawsko-pomorskim.","3 marca 2017 na tę samą listę trafiło kujawskie ciasto marchewkowe, wypiekane w województwie kujawsko-pomorskim."
0,Jego zapach „przypomina ciasto piernikowe” a smak opisany jest jako „biszkoptowy z wyczuwalnym posmakiem marchwi i cynamonu”.,Jego zapach „przypomina ciasto piernikowe” a smak opisany jest jako „biszkoptowy z wyczuwalnym posmakiem marchwi i cynamonu”.
0,"Kujawski wypiek składa się ze startej marchwi, mąki, jaj, oleju, cukru, cynamonu i startej skórki z cytryny.","Kujawski wypiek składa się ze startej marchwi, mąki, jaj, oleju, cukru, cynamonu i startej skórki z cytryny."
0,Polukrowane jest na wierzchu białym lukrem.,Polukrowane jest na wierzchu białym lukrem.
0,"Na Mazowszu (Przesmyki) i Lubelszczyźnie wytwarza się wypieki (strucle, pierogi, bułeczki etc.) z nadzieniem marchwiowo-makowym zwane marchwiakami (zob. lubelski marchwiak z makiem).","Na Mazowszu (Przesmyki) i Lubelszczyźnie wytwarza się wypieki (strucle, pierogi, bułeczki etc.) z nadzieniem marchwiowo-makowym zwane marchwiakami (zob. lubelski marchwiak z makiem)."
0,Znajdująca się w Szymbarku była najdłuższą deską na świecie do 17 maja 2009.,Znajdująca się w Szymbarku była najdłuższą deską na świecie do 17 maja 2009.
0,"Deska – drewniany element w kształcie płaskiego i silnie wydłużonego prostopadłościanu, wykorzystywany głównie jako materiał budowlany, półprodukt stolarski do wykonywania mebli lub materiał wykończeniowy w architekturze wnętrz, wykorzystywany na przykład do układania boazerii.","Deska – drewniany element w kształcie płaskiego i silnie wydłużonego prostopadłościanu, wykorzystywany głównie jako materiał budowlany, półprodukt stolarski do wykonywania mebli lub materiał wykończeniowy w architekturze wnętrz, wykorzystywany na przykład do układania boazerii."
0,"Według PN-75D/96000 Tarcica iglasta ogólnego przeznaczenia deska jest jednym z sortymentów tarcicy, wyróżniającym się grubością w przedziale 19-45 mm, szerokością 75–250 mm i długością od 0,9–6,3 m.","Według PN-75D/96000 Tarcica iglasta ogólnego przeznaczenia deska jest jednym z sortymentów tarcicy, wyróżniającym się grubością w przedziale 19-45 mm, szerokością 75–250 mm i długością od 0,9–6,3 m."
0,"Według PN-72D/96002 Tarcica liściasta ogólnego przeznaczenia deska jest jednym z sortymentów tarcicy, wyróżniającym się grubością w przedziale 16–45 mm, szerokości 80–100 mm i długości powyżej 1 m.","Według PN-72D/96002 Tarcica liściasta ogólnego przeznaczenia deska jest jednym z sortymentów tarcicy, wyróżniającym się grubością w przedziale 16–45 mm, szerokości 80–100 mm i długości powyżej 1 m."
0,W Szymbarku znajduje się najdłuższa deska świata wycięta ze 120-letniej daglezji zielonej o długości 46 metrów 53 centymetrów posiadająca wpis do Księgi rekordów Guinnessa.,W Szymbarku znajduje się najdłuższa deska świata wycięta ze 120-letniej daglezji zielonej o długości 46 metrów 53 centymetrów posiadająca wpis do Księgi rekordów Guinnessa.
0,"Lubelszczyzna – kraina historyczna, położona nad prawym brzegiem Wisły, w dorzeczu rzeki Wieprz.","Lubelszczyzna – kraina historyczna, położona nad prawym brzegiem Wisły, w dorzeczu rzeki Wieprz."
0,Region stanowi północno-wschodnią część Małopolski.,Region stanowi północno-wschodnią część Małopolski.
0,"Określenie regionu używane jest w zależności od kontekstu: w odniesieniu do ziemi lubelskiej (średniowiecze), województwa lubelskiego z lat 1474–1795 lub do późniejszych województw lubelskich.","Określenie regionu używane jest w zależności od kontekstu: w odniesieniu do ziemi lubelskiej (średniowiecze), województwa lubelskiego z lat 1474–1795 lub do późniejszych województw lubelskich."
0,Po 1999 r. instytucje samorządowe pod nazwą Lubelszczyzna określają obecne województwo lubelskie i stosują je zamiennie (synonim).,Po 1999 r. instytucje samorządowe pod nazwą Lubelszczyzna określają obecne województwo lubelskie i stosują je zamiennie (synonim).
0,"W literaturze historycznej nazwą Lubelszczyzna określa się historyczne województwo lubelskie istniejące w latach 1474–1795, którego obszar różnił się od obszaru współczesnego województwa lubelskiego.","W literaturze historycznej nazwą Lubelszczyzna określa się historyczne województwo lubelskie istniejące w latach 1474–1795, którego obszar różnił się od obszaru współczesnego województwa lubelskiego."
0,Lubelszczyzna w tym ujęciu stanowi północno-wschodnią część Małopolski.,Lubelszczyzna w tym ujęciu stanowi północno-wschodnią część Małopolski.
0,"Graniczy z ziemią sandomierską na zachodzie, Mazowszem na północnym zachodzie, Podlasiem (wraz z Podlasiem Południowym) na północnym wschodzie oraz Grodami Czerwieńskimi/Rusią Czerwoną na wschodzie.","Graniczy z ziemią sandomierską na zachodzie, Mazowszem na północnym zachodzie, Podlasiem (wraz z Podlasiem Południowym) na północnym wschodzie oraz Grodami Czerwieńskimi/Rusią Czerwoną na wschodzie."
0,Akt unii lubelskiej.,Akt unii lubelskiej.
0,"Protestantyzm na Lubelszczyźnie pojawił się dopiero w drugiej połowie XVI w., jednak ten region Polski szybko stał się jednym z najważniejszych ośrodków kalwinizmu i arianizmu aż do połowy XVII w., kiedy zwyciężyła kontrreformacja.","Protestantyzm na Lubelszczyźnie pojawił się dopiero w drugiej połowie XVI w., jednak ten region Polski szybko stał się jednym z najważniejszych ośrodków kalwinizmu i arianizmu aż do połowy XVII w., kiedy zwyciężyła kontrreformacja."
0,Po III rozbiorze w 1795 Lubelszczyzna znalazła się pod panowaniem Austrii.,Po III rozbiorze w 1795 Lubelszczyzna znalazła się pod panowaniem Austrii.
0,W 1809 region został włączony do Księstwa Warszawskiego.,W 1809 region został włączony do Księstwa Warszawskiego.
0,"W 1815 znalazło się w Królestwie Polskim w zaborze rosyjskim, w 1837 Lublin został stolicą guberni lubelskiej.","W 1815 znalazło się w Królestwie Polskim w zaborze rosyjskim, w 1837 Lublin został stolicą guberni lubelskiej."
0,W 1801 Izabela Czartoryska założyła w Świątyni Sybilli w Puławach pierwsze polskie muzeum.,W 1801 Izabela Czartoryska założyła w Świątyni Sybilli w Puławach pierwsze polskie muzeum.
0,W 1831 stoczono na Lubelszczyźnie kilka bitew powstania listopadowego.,W 1831 stoczono na Lubelszczyźnie kilka bitew powstania listopadowego.
0,W 1877 zbudowano pierwsze połączenie kolejowe.,W 1877 zbudowano pierwsze połączenie kolejowe.
0,"Podczas I wojny światowej rosyjski odwrót i zajęcie regionu przez wojska niemieckie i austro-węgierskie w lecie 1915 ostatecznie zakończyło rosyjskie rządy na Lubelszczyźnie, a rozpoczęła się okupacja austriacka.","Podczas I wojny światowej rosyjski odwrót i zajęcie regionu przez wojska niemieckie i austro-węgierskie w lecie 1915 ostatecznie zakończyło rosyjskie rządy na Lubelszczyźnie, a rozpoczęła się okupacja austriacka."
0,"W 1918 wraz z odzyskaniem niepodległości przez Polskę, Lubelszczyzna wróciła w skład państwa polskiego w ramach województwa lubelskiego.","W 1918 wraz z odzyskaniem niepodległości przez Polskę, Lubelszczyzna wróciła w skład państwa polskiego w ramach województwa lubelskiego."
0,"Stan ten zmieniała agresja dokonana w 1939 przez Niemcy, Słowacię i Związek Radziecki.","Stan ten zmieniała agresja dokonana w 1939 przez Niemcy, Słowacię i Związek Radziecki."
0,Konsekwencją zakończonej wojny było utworzenie 26 października 1939 przez Hitlera dekretem Generalnego Gubernatorstwa i włączenie Lubelszczyzny do dystryktu lubelskiego.,Konsekwencją zakończonej wojny było utworzenie 26 października 1939 przez Hitlera dekretem Generalnego Gubernatorstwa i włączenie Lubelszczyzny do dystryktu lubelskiego.
0,"Działania niemieckich władz okupacyjnych doprowadziły do powstania ruchu oporu w postacji oddziałów partyzanckich Gwardii Ludowej, Armii Krajowej i Baralionów Chłopskich.","Działania niemieckich władz okupacyjnych doprowadziły do powstania ruchu oporu w postacji oddziałów partyzanckich Gwardii Ludowej, Armii Krajowej i Baralionów Chłopskich."
0,Wybrane pałace: Pałac Ogińskich w Siedlcach Pałac Czartoryskich w Puławach Pałac Zamoyskich w Kozłówce Pałac Jabłonowskich w Kocku Pałac Sanguszków w Lubartowie Pałac Lubomirskich w Lublinie Pałac Potockich w Radzyniu Podlaskim Pałac Małachowskich w Nałęczowie Pałac w Gościeradowie Pałac w Celejowie.,Wybrane pałace: Pałac Ogińskich w Siedlcach Pałac Czartoryskich w Puławach Pałac Zamoyskich w Kozłówce Pałac Jabłonowskich w Kocku Pałac Sanguszków w Lubartowie Pałac Lubomirskich w Lublinie Pałac Potockich w Radzyniu Podlaskim Pałac Małachowskich w Nałęczowie Pałac w Gościeradowie Pałac w Celejowie.
0,Wybrane kościoły z okresu przedrozbiorowego: Bazylika św. Stanisława w Lublinie Kościół Wniebowzięcia NMP w Kraśniku Kościół św. Marii Magdaleny w Łęcznej Kościół Trójcy Świętej w Radzyniu Podlaskim Kościół św. Anny w Kazimierzu Dolnym Archikatedra św. Jana Chrzciciela i św. Jana Ewangelisty w Lublinie Kościół Wniebowzięcia NMP w Kocku.,Wybrane kościoły z okresu przedrozbiorowego: Bazylika św. Stanisława w Lublinie Kościół Wniebowzięcia NMP w Kraśniku Kościół św. Marii Magdaleny w Łęcznej Kościół Trójcy Świętej w Radzyniu Podlaskim Kościół św. Anny w Kazimierzu Dolnym Archikatedra św. Jana Chrzciciela i św. Jana Ewangelisty w Lublinie Kościół Wniebowzięcia NMP w Kocku.
0,"Milimetr (symbol: mm) – podwielokrotność metra, podstawowej jednostki długości w układzie SI.","Milimetr (symbol: mm) – podwielokrotność metra, podstawowej jednostki długości w układzie SI."
0,Jeden milimetr równa się 10-3 m.,Jeden milimetr równa się 10-3 m.
0,"W notacji naukowej można go zapisać jako 1 E-3 m oznaczający 0,001 x 1 m.","W notacji naukowej można go zapisać jako 1 E-3 m oznaczający 0,001 x 1 m."
0,Stosowany powszechnie w pomiarach.,Stosowany powszechnie w pomiarach.
0,Wykrywanie kolizji – grupa algorytmów stosowanych w grafice komputerowej i symulacjach komputerowych służących znajdowaniu ograniczeń ruchu w scenach dwu- i trójwymiarowych.,Wykrywanie kolizji – grupa algorytmów stosowanych w grafice komputerowej i symulacjach komputerowych służących znajdowaniu ograniczeń ruchu w scenach dwu- i trójwymiarowych.
0,"Najogólniej, algorytm wykrywający kolizję odpowiada na pytanie: czy przemieszczenie jakiegoś obiektu w danym kierunku jest możliwe, czy może na drodze ruchu znajdują się jakieś przeszkody, tj. inne obiekty ruchome lub nieruchome.","Najogólniej, algorytm wykrywający kolizję odpowiada na pytanie: czy przemieszczenie jakiegoś obiektu w danym kierunku jest możliwe, czy może na drodze ruchu znajdują się jakieś przeszkody, tj. inne obiekty ruchome lub nieruchome."
0,W symulacjach ciał odkształcających się (np. tkanin) należy również wykrywać kolizje pomiędzy różnymi fragmentami tego samego obiektu.,W symulacjach ciał odkształcających się (np. tkanin) należy również wykrywać kolizje pomiędzy różnymi fragmentami tego samego obiektu.
0,"W zależności od potrzeb, algorytmy mogą stwierdzać wyłącznie czy ruch jest możliwy, zwykle jednak wymagana jest wiedza, z którym obiektem następuje kolizja, a także w którym punkcie przestrzeni będzie miała miejsce.","W zależności od potrzeb, algorytmy mogą stwierdzać wyłącznie czy ruch jest możliwy, zwykle jednak wymagana jest wiedza, z którym obiektem następuje kolizja, a także w którym punkcie przestrzeni będzie miała miejsce."
0,"W przypadku symulacji komputerowych, wykonywane są one w dyskretnych chwilach czasu, dlatego algorytmy wykrywania kolizji pozwalają na precyzyjne wyznaczenie jej momentu – znana jest dokładna wartość numeryczna czasu kolizji.","W przypadku symulacji komputerowych, wykonywane są one w dyskretnych chwilach czasu, dlatego algorytmy wykrywania kolizji pozwalają na precyzyjne wyznaczenie jej momentu – znana jest dokładna wartość numeryczna czasu kolizji."
0,"W wielu trójwymiarowych grach komputerowych (np. Quake, Unreal) możliwe jest wyłączenie wykrywania kolizji, dzięki czemu można przechodzić przez ściany, podłogi, skrzynie i inne obiekty.","W wielu trójwymiarowych grach komputerowych (np. Quake, Unreal) możliwe jest wyłączenie wykrywania kolizji, dzięki czemu można przechodzić przez ściany, podłogi, skrzynie i inne obiekty."
0,Wykrywanie kolizji zachodzących na obiektach stworzonych ze skomplikowanych siatek wielokątów jest niezwykle skomplikowane i złożone obliczeniowo.,Wykrywanie kolizji zachodzących na obiektach stworzonych ze skomplikowanych siatek wielokątów jest niezwykle skomplikowane i złożone obliczeniowo.
0,Aby uprościć kształt obiektu zamyka się go w tzw. bryle ograniczającej.,Aby uprościć kształt obiektu zamyka się go w tzw. bryle ograniczającej.
0,"Jest to najmniejsza bryła, w którą można wpisać cały obiekt.","Jest to najmniejsza bryła, w którą można wpisać cały obiekt."
0,Wykrywanie kolizji sprowadza się wówczas do sprawdzania czy zachodzi kolizja między dwoma bryłami ograniczającymi.,Wykrywanie kolizji sprowadza się wówczas do sprawdzania czy zachodzi kolizja między dwoma bryłami ograniczającymi.
0,"Bounding sphere (ang. sphere – kula) w komputerowej grafice 3D, to bryła będąca kulą, która w uproszczony sposób przedstawia jak najmniejszą przestrzeń, w której całkowicie mieszczą się dane obiekty.","Bounding sphere (ang. sphere – kula) w komputerowej grafice 3D, to bryła będąca kulą, która w uproszczony sposób przedstawia jak najmniejszą przestrzeń, w której całkowicie mieszczą się dane obiekty."
0,Ponadto obiekt może zostać otoczony kilkoma takimi obszarami w celu lepszego przybliżenia jego kształtu.,Ponadto obiekt może zostać otoczony kilkoma takimi obszarami w celu lepszego przybliżenia jego kształtu.
0,Bounding box (ang. box – pudełko) to jak najmniejszy prostopadłościan kompletnie otaczający dany obiekt.,Bounding box (ang. box – pudełko) to jak najmniejszy prostopadłościan kompletnie otaczający dany obiekt.
0,Dodatkowo bounding box może być: OBB (oriented bounding box) – w przypadku kiedy jego pozycja jest dowolna.,Dodatkowo bounding box może być: OBB (oriented bounding box) – w przypadku kiedy jego pozycja jest dowolna.
0,"AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.","AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt."
0,OBB (oriented bounding box) – w przypadku kiedy jego pozycja jest dowolna.,OBB (oriented bounding box) – w przypadku kiedy jego pozycja jest dowolna.
0,"AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.","AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt."
0,Bryły brzegowe można dodatkowo pogrupować w nadrzędne bryły brzegowe.,Bryły brzegowe można dodatkowo pogrupować w nadrzędne bryły brzegowe.
0,Wtedy najpierw sprawdzana jest kolizja z bryłami znajdującymi się wyżej w hierarchii.,Wtedy najpierw sprawdzana jest kolizja z bryłami znajdującymi się wyżej w hierarchii.
0,Polega ona na zdefiniowaniu na obiekcie miejsc zaczepienia wektora promienia oraz na zdefiniowaniu jego kierunku i zwrotu.,Polega ona na zdefiniowaniu na obiekcie miejsc zaczepienia wektora promienia oraz na zdefiniowaniu jego kierunku i zwrotu.
0,"Kolizje można rozpatrywać na dwa sposoby: poprzez obliczenie odległości punktu zaczepienia promienia od siatki obiektu, z którym sprawdzana jest kolizja lub sprawdzenie odległości z obszarem otaczającym obiekt.","Kolizje można rozpatrywać na dwa sposoby: poprzez obliczenie odległości punktu zaczepienia promienia od siatki obiektu, z którym sprawdzana jest kolizja lub sprawdzenie odległości z obszarem otaczającym obiekt."
0,"Kolizja zachodzi w momencie, kiedy wektor wyznaczony przez punkt zaczepienia i punkt przecięcia jest zerowy.","Kolizja zachodzi w momencie, kiedy wektor wyznaczony przez punkt zaczepienia i punkt przecięcia jest zerowy."
0,"Jest to najdokładniejsza metoda wykrywania kolizji między obiektami, jednak jej złożoność obliczeniowa jest ogromna.","Jest to najdokładniejsza metoda wykrywania kolizji między obiektami, jednak jej złożoność obliczeniowa jest ogromna."
0,"Polega na zdefiniowaniu mapy wysokości (najczęściej jest to tekstura) obiektu, z którym ma być sprawdzana kolizja.","Polega na zdefiniowaniu mapy wysokości (najczęściej jest to tekstura) obiektu, z którym ma być sprawdzana kolizja."
0,Po wygenerowaniu w/w mapy nanoszony jest na nią obiekt kolidujący.,Po wygenerowaniu w/w mapy nanoszony jest na nią obiekt kolidujący.
0,"Znając wysokość, na której znajduje się obiekt, i przeszukując mapę (np. czy wysokość i pozycja obiektu pokrywa się z pozycją koloru odpowiadającemu danej wysokości) możemy określić, czy kolizja zachodzi, czy też nie.","Znając wysokość, na której znajduje się obiekt, i przeszukując mapę (np. czy wysokość i pozycja obiektu pokrywa się z pozycją koloru odpowiadającemu danej wysokości) możemy określić, czy kolizja zachodzi, czy też nie."
0,"Województwo pomorskie – jednostka podziału administracyjnego Polski, jedno z 16 województw, położone w północnej części kraju.","Województwo pomorskie – jednostka podziału administracyjnego Polski, jedno z 16 województw, położone w północnej części kraju."
0,Siedzibą władz województwa jest Gdańsk.,Siedzibą władz województwa jest Gdańsk.
0,"Obejmuje obszar o powierzchni 18 310,34 km².","Obejmuje obszar o powierzchni 18 310,34 km²."
0,Jest najdalej wysuniętym na północ województwem państwa.,Jest najdalej wysuniętym na północ województwem państwa.
0,"30 czerwca 2024 roku województwo miało ponad 2,36 mln mieszkańców.","30 czerwca 2024 roku województwo miało ponad 2,36 mln mieszkańców."
0,Województwa z lat 1975–1998 z granicą obecnego województwa pomorskiego.,Województwa z lat 1975–1998 z granicą obecnego województwa pomorskiego.
0,"Województwo pomorskie zostało utworzone w 1999 roku z województw poprzedniego podziału administracyjnego: gdańskiego (w całości) słupskiego (oprócz gmin powiatu sławieńskiego) elbląskiego (tylko gminy powiatów nowodworskiego, malborskiego, kwidzyńskiego i obecnego sztumskiego) bydgoskiego (tylko 3 z 4 gmin powiatu chojnickiego).","Województwo pomorskie zostało utworzone w 1999 roku z województw poprzedniego podziału administracyjnego: gdańskiego (w całości) słupskiego (oprócz gmin powiatu sławieńskiego) elbląskiego (tylko gminy powiatów nowodworskiego, malborskiego, kwidzyńskiego i obecnego sztumskiego) bydgoskiego (tylko 3 z 4 gmin powiatu chojnickiego)."
0,"W wyniku protestów Bydgoszczy nie udało się utworzyć wielkiego regionu pomorskiego obejmującego również Bydgoszcz, Toruń, Włocławek i Grudziądz (obecnie będących częścią województwa kujawsko-pomorskiego).","W wyniku protestów Bydgoszczy nie udało się utworzyć wielkiego regionu pomorskiego obejmującego również Bydgoszcz, Toruń, Włocławek i Grudziądz (obecnie będących częścią województwa kujawsko-pomorskiego)."
0,"Według danych z 1 stycznia 2014 r. powierzchnia województwa wynosiła 18 310,34 km².","Według danych z 1 stycznia 2014 r. powierzchnia województwa wynosiła 18 310,34 km²."
0,"Według danych z 31 grudnia 2012 r. w woj. pomorskim lasy obejmowały powierzchnię 664,4 tys. ha, co stanowiło 36,3% jego powierzchni.","Według danych z 31 grudnia 2012 r. w woj. pomorskim lasy obejmowały powierzchnię 664,4 tys. ha, co stanowiło 36,3% jego powierzchni."
0,"9,8 tys. ha lasów znajdowało się w obrębie parków narodowych.","9,8 tys. ha lasów znajdowało się w obrębie parków narodowych."
